"[56, 30, 80, 41, 14, 94, 58, 12, 0, 73]",1
"[83, 68, 12, 23, 95, 15, 58, 40, 0, 96]",1
"[72, 70, 17, 9, 41, 86, 97, 40, 84, 15]",1
"[73, 60, 86, 90, 6, 27, 78, 46, 89, 83]",1
"[60, 19, 45, 82, 85, 9, 94, 1, 7, 13]",1
"[49, 62, 43, 72, 22, 5, 79, 23, 61, 85]",1
"[78, 94, 45, 46, 4, 16, 83, 19, 78, 96]",0
"[31, 80, 8, 99, 43, 19, 78, 29, 10, 57]",1
"[95, 99, 19, 83, 85, 70, 4, 93, 51, 88]",0
"[55, 26, 70, 24, 66, 69, 0, 64, 50, 78]",1
"[77, 11, 86, 53, 37, 23, 46, 3, 44, 20]",1
"[46, 33, 41, 71, 49, 55, 76, 88, 65, 22]",1
"[42, 83, 41, 54, 81, 41, 72, 17, 12, 22]",1
"[56, 73, 45, 79, 79, 74, 97, 70, 82, 19]",0
"[56, 39, 25, 34, 65, 45, 69, 38, 13, 36]",1
"[20, 67, 68, 88, 21, 34, 36, 75, 79, 53]",1
"[36, 89, 84, 79, 32, 84, 2, 66, 59, 26]",1
"[48, 60, 4, 58, 63, 46, 67, 15, 43, 2]",1
"[0, 23, 84, 46, 66, 27, 59, 67, 88, 32]",1
"[0, 17, 30, 3, 66, 17, 6, 8, 37, 37]",1
"[78, 1, 24, 20, 31, 0, 34, 33, 60, 77]",1
"[60, 84, 2, 98, 41, 30, 4, 36, 60, 2]",1
"[95, 78, 55, 6, 52, 12, 77, 31, 41, 4]",0
"[90, 48, 21, 13, 21, 19, 69, 13, 72, 20]",0
"[28, 51, 74, 62, 95, 25, 22, 28, 97, 26]",0
"[22, 58, 89, 67, 19, 51, 5, 67, 59, 81]",1
"[60, 30, 11, 23, 46, 6, 72, 31, 58, 39]",1
"[32, 78, 89, 77, 16, 13, 83, 27, 86, 21]",1
"[63, 81, 7, 60, 57, 39, 65, 60, 81, 33]",1
"[68, 28, 35, 93, 77, 85, 88, 62, 91, 20]",0
"[7, 99, 97, 57, 47, 53, 52, 21, 73, 71]",0
"[17, 13, 2, 98, 1, 73, 71, 10, 23, 51]",0
"[96, 64, 63, 56, 75, 2, 74, 63, 40, 6]",0
"[95, 61, 24, 52, 16, 97, 68, 95, 91, 1]",0
"[95, 69, 1, 94, 96, 3, 60, 8, 33, 99]",0
"[49, 84, 32, 41, 78, 46, 46, 15, 37, 15]",1
"[69, 70, 44, 14, 24, 68, 48, 28, 91, 28]",0
"[77, 68, 33, 68, 99, 55, 76, 7, 54, 18]",0
"[95, 4, 30, 92, 65, 89, 74, 48, 43, 44]",0
"[85, 68, 76, 12, 83, 66, 91, 72, 69, 5]",1
"[3, 49, 98, 56, 43, 22, 10, 70, 52, 24]",0
"[21, 33, 53, 14, 37, 50, 3, 61, 50, 69]",1
"[25, 70, 21, 5, 89, 68, 4, 34, 33, 45]",1
"[7, 37, 97, 61, 75, 28, 62, 72, 7, 74]",0
"[21, 74, 90, 6, 52, 33, 30, 52, 4, 74]",0
"[19, 28, 86, 74, 90, 2, 64, 65, 95, 51]",1
"[31, 83, 83, 45, 3, 8, 82, 51, 58, 85]",1
"[84, 83, 41, 65, 9, 38, 45, 58, 1, 52]",1
"[29, 92, 81, 69, 90, 34, 88, 75, 29, 42]",0
"[44, 91, 14, 42, 11, 17, 11, 34, 31, 3]",0
"[27, 86, 90, 22, 69, 27, 57, 45, 32, 78]",1
"[9, 3, 99, 10, 22, 73, 13, 91, 9, 55]",0
"[11, 34, 28, 66, 67, 82, 31, 62, 65, 81]",1
"[44, 48, 86, 61, 58, 55, 88, 49, 85, 95]",1
"[65, 2, 93, 83, 1, 71, 91, 26, 18, 67]",0
"[78, 32, 10, 32, 45, 54, 84, 26, 20, 33]",1
"[69, 53, 13, 72, 98, 95, 90, 92, 7, 77]",0
"[73, 5, 8, 47, 84, 1, 50, 66, 4, 70]",1
"[72, 9, 74, 40, 74, 37, 89, 75, 33, 84]",1
"[76, 12, 45, 21, 58, 2, 40, 61, 0, 34]",1
"[42, 14, 2, 0, 13, 83, 57, 54, 9, 89]",1
"[33, 27, 24, 50, 63, 96, 96, 19, 3, 79]",0
"[46, 89, 67, 95, 12, 46, 22, 24, 29, 86]",1
"[45, 49, 31, 70, 37, 24, 36, 45, 93, 77]",0
"[34, 68, 84, 32, 8, 65, 49, 12, 55, 76]",1
"[24, 2, 14, 63, 32, 9, 19, 10, 94, 18]",0
"[28, 62, 59, 88, 16, 37, 31, 14, 6, 39]",1
"[10, 17, 55, 49, 91, 75, 34, 8, 41, 7]",0
"[42, 6, 67, 94, 39, 39, 47, 75, 71, 2]",0
"[99, 78, 70, 49, 88, 46, 66, 5, 98, 29]",0
"[93, 99, 70, 2, 68, 69, 49, 81, 42, 0]",0
"[65, 46, 40, 38, 62, 91, 3, 34, 60, 18]",0
"[41, 20, 93, 87, 99, 85, 3, 2, 43, 42]",0
"[87, 46, 14, 48, 25, 91, 12, 95, 77, 40]",1
"[20, 33, 82, 67, 47, 82, 71, 80, 40, 73]",1
"[72, 27, 17, 75, 67, 55, 2, 44, 40, 94]",0
"[35, 14, 4, 8, 89, 47, 92, 99, 89, 9]",1
"[3, 6, 82, 53, 23, 30, 53, 17, 14, 42]",1
"[5, 71, 92, 11, 92, 37, 14, 71, 10, 34]",0
"[94, 15, 22, 51, 22, 48, 6, 24, 78, 23]",0
"[60, 18, 35, 61, 46, 24, 39, 0, 73, 2]",1
"[71, 9, 48, 54, 26, 33, 45, 50, 78, 69]",1
"[8, 80, 44, 99, 10, 2, 19, 42, 38, 27]",1
"[49, 80, 72, 61, 24, 35, 53, 71, 47, 67]",1
"[30, 87, 96, 15, 42, 86, 19, 14, 76, 46]",1
"[16, 22, 71, 78, 40, 84, 64, 46, 68, 80]",1
"[15, 23, 21, 22, 46, 24, 61, 65, 36, 35]",1
"[54, 43, 52, 71, 65, 19, 11, 93, 3, 61]",0
"[81, 33, 77, 23, 87, 12, 79, 80, 55, 25]",1
"[96, 26, 28, 71, 88, 79, 90, 98, 10, 69]",0
"[50, 42, 71, 73, 88, 84, 28, 26, 98, 74]",1
"[39, 97, 38, 9, 38, 69, 3, 46, 74, 80]",0
"[32, 90, 27, 62, 77, 95, 1, 52, 12, 49]",0
"[34, 21, 61, 74, 85, 25, 20, 32, 53, 71]",1
"[35, 19, 45, 36, 36, 74, 87, 75, 18, 31]",1
"[11, 94, 13, 62, 37, 34, 69, 55, 79, 43]",0
"[85, 44, 49, 1, 99, 99, 15, 4, 12, 79]",1
"[25, 99, 24, 61, 18, 69, 62, 1, 91, 10]",0
"[71, 26, 59, 26, 19, 26, 30, 89, 58, 73]",1
"[59, 27, 13, 42, 44, 98, 72, 81, 46, 74]",0
"[93, 61, 89, 46, 47, 18, 42, 80, 63, 56]",0
"[50, 27, 82, 30, 82, 30, 59, 27, 67, 94]",1
"[67, 74, 8, 50, 15, 17, 83, 36, 20, 7]",1
"[40, 34, 29, 54, 18, 93, 52, 56, 42, 82]",0
"[13, 72, 61, 15, 15, 82, 87, 34, 56, 29]",1
"[32, 38, 93, 54, 50, 91, 45, 49, 81, 2]",0
"[1, 77, 30, 23, 70, 66, 9, 88, 9, 41]",1
"[56, 33, 92, 52, 19, 82, 92, 79, 90, 12]",0
"[99, 82, 80, 74, 92, 0, 89, 36, 63, 31]",0
"[69, 8, 57, 42, 0, 0, 21, 17, 78, 94]",0
"[61, 58, 4, 10, 95, 92, 61, 11, 77, 64]",0
"[11, 81, 36, 30, 76, 95, 51, 90, 86, 37]",1
"[31, 41, 42, 98, 37, 4, 73, 48, 15, 41]",0
"[58, 34, 79, 21, 32, 6, 18, 7, 65, 60]",1
"[54, 38, 26, 5, 62, 64, 19, 64, 6, 14]",1
"[70, 17, 42, 3, 95, 41, 53, 22, 85, 21]",0
"[47, 56, 43, 49, 57, 0, 37, 65, 51, 86]",1
"[48, 78, 96, 78, 38, 25, 32, 88, 17, 67]",0
"[55, 27, 65, 64, 70, 13, 92, 50, 60, 85]",0
"[40, 94, 72, 15, 55, 3, 30, 43, 82, 98]",0
"[8, 23, 75, 70, 46, 16, 54, 82, 28, 66]",1
"[93, 22, 47, 35, 93, 46, 30, 30, 18, 46]",0
"[68, 2, 37, 16, 62, 6, 42, 13, 91, 40]",0
"[73, 98, 44, 4, 90, 41, 40, 75, 86, 66]",0
"[9, 81, 51, 5, 51, 30, 28, 29, 55, 9]",1
"[83, 75, 39, 18, 35, 41, 80, 93, 8, 96]",1
"[97, 39, 61, 38, 48, 79, 23, 49, 91, 55]",0
"[22, 7, 6, 94, 95, 28, 55, 27, 81, 65]",0
"[38, 39, 98, 40, 33, 98, 78, 69, 6, 65]",0
"[93, 22, 42, 10, 62, 4, 27, 4, 10, 93]",0
"[67, 82, 80, 15, 43, 30, 94, 85, 34, 58]",1
"[14, 10, 4, 20, 11, 62, 24, 24, 64, 2]",1
"[18, 83, 12, 33, 9, 0, 40, 72, 30, 42]",1
"[41, 90, 60, 55, 26, 54, 21, 47, 34, 57]",0
"[85, 35, 16, 26, 68, 98, 51, 21, 73, 57]",1
"[45, 57, 70, 7, 4, 39, 97, 91, 87, 2]",0
"[1, 68, 56, 40, 30, 83, 55, 80, 75, 14]",1
"[8, 8, 76, 39, 4, 96, 14, 44, 8, 35]",0
"[27, 8, 24, 12, 58, 18, 72, 27, 40, 49]",1
"[36, 91, 1, 11, 14, 24, 80, 30, 13, 20]",0
"[8, 55, 73, 50, 86, 49, 61, 83, 47, 94]",1
"[96, 32, 61, 38, 2, 49, 56, 72, 30, 43]",0
"[2, 65, 13, 83, 98, 22, 5, 8, 5, 85]",1
"[19, 26, 91, 48, 17, 92, 21, 8, 38, 7]",0
"[47, 14, 18, 28, 24, 27, 62, 93, 24, 96]",0
"[84, 94, 36, 21, 85, 67, 5, 8, 85, 33]",1
"[18, 12, 78, 83, 82, 96, 41, 1, 91, 46]",1
"[98, 61, 42, 94, 95, 24, 96, 93, 1, 33]",0
"[58, 0, 34, 99, 61, 41, 57, 99, 21, 62]",0
"[15, 48, 14, 71, 94, 29, 83, 87, 54, 59]",0
"[52, 52, 36, 69, 55, 86, 62, 92, 54, 47]",1
"[65, 9, 64, 66, 52, 49, 34, 97, 1, 42]",0
"[1, 95, 74, 51, 73, 12, 89, 29, 79, 5]",0
"[40, 62, 19, 11, 9, 23, 70, 6, 55, 47]",1
"[31, 94, 52, 33, 78, 35, 77, 24, 59, 49]",0
"[71, 64, 99, 65, 47, 27, 35, 60, 77, 91]",0
"[83, 39, 97, 4, 53, 36, 90, 79, 21, 24]",1
"[82, 82, 85, 1, 76, 3, 74, 46, 39, 67]",1
"[75, 30, 59, 30, 54, 13, 82, 39, 47, 35]",1
"[37, 75, 71, 49, 27, 76, 77, 43, 69, 2]",1
"[8, 50, 74, 42, 56, 7, 35, 46, 12, 42]",1
"[32, 38, 75, 1, 93, 9, 77, 54, 27, 25]",0
"[85, 18, 21, 52, 20, 31, 75, 33, 19, 43]",1
"[72, 51, 11, 81, 59, 99, 86, 92, 67, 12]",1
"[5, 37, 61, 39, 71, 48, 37, 87, 37, 83]",1
"[59, 68, 70, 64, 27, 2, 3, 72, 68, 65]",1
"[37, 16, 18, 7, 53, 65, 1, 0, 12, 16]",1
"[82, 7, 25, 63, 99, 44, 12, 3, 0, 40]",1
"[59, 19, 60, 92, 95, 63, 14, 30, 32, 86]",0
"[47, 41, 53, 84, 41, 29, 30, 54, 30, 62]",1
"[36, 44, 91, 64, 34, 82, 8, 45, 31, 37]",0
"[73, 79, 19, 42, 75, 62, 62, 19, 35, 7]",1
"[42, 45, 95, 52, 96, 12, 39, 99, 43, 98]",0
"[23, 48, 86, 60, 82, 71, 25, 38, 78, 40]",1
"[31, 80, 21, 55, 31, 78, 49, 76, 62, 69]",1
"[91, 97, 93, 79, 9, 26, 58, 21, 55, 93]",0
"[61, 60, 88, 23, 26, 41, 16, 93, 17, 28]",1
"[10, 20, 29, 67, 84, 7, 37, 98, 51, 73]",1
"[91, 8, 77, 58, 87, 29, 2, 6, 26, 24]",0
"[62, 70, 53, 15, 3, 44, 99, 81, 19, 45]",0
"[22, 20, 45, 94, 30, 71, 51, 42, 42, 38]",0
"[55, 2, 55, 89, 13, 79, 46, 21, 17, 90]",1
"[90, 48, 17, 52, 92, 19, 29, 95, 58, 3]",0
"[54, 70, 74, 47, 62, 90, 19, 3, 4, 7]",0
"[2, 80, 61, 88, 50, 96, 33, 23, 70, 72]",1
"[6, 26, 39, 56, 17, 99, 79, 1, 16, 93]",0
"[33, 44, 59, 22, 70, 88, 22, 57, 11, 72]",1
"[59, 76, 25, 1, 71, 69, 50, 61, 1, 80]",1
"[76, 8, 90, 97, 53, 53, 97, 84, 18, 83]",0
"[36, 8, 24, 20, 90, 70, 92, 49, 75, 22]",0
"[0, 8, 50, 16, 60, 8, 25, 24, 47, 73]",1
"[35, 67, 3, 44, 79, 17, 18, 24, 84, 26]",1
"[9, 18, 5, 64, 59, 68, 36, 89, 25, 94]",1
"[6, 78, 17, 39, 95, 8, 73, 24, 3, 6]",0
"[0, 13, 37, 81, 35, 89, 98, 94, 52, 52]",1
"[72, 90, 10, 75, 14, 69, 5, 10, 75, 33]",0
"[0, 73, 0, 15, 27, 68, 60, 11, 44, 48]",1
"[20, 69, 12, 65, 59, 5, 84, 36, 92, 58]",1
"[37, 85, 93, 33, 51, 55, 14, 82, 8, 5]",1
"[33, 7, 54, 26, 41, 37, 1, 28, 39, 50]",1
"[99, 6, 52, 19, 79, 2, 33, 7, 4, 38]",0
"[55, 91, 17, 23, 91, 33, 69, 54, 82, 38]",0
"[15, 39, 66, 86, 63, 12, 97, 88, 96, 63]",1
"[49, 56, 32, 17, 12, 30, 97, 0, 62, 54]",0
"[33, 55, 17, 88, 82, 54, 81, 29, 70, 81]",1
"[56, 70, 49, 73, 50, 8, 85, 67, 7, 46]",1
"[53, 88, 24, 18, 11, 9, 97, 76, 70, 42]",1
"[93, 23, 10, 1, 8, 52, 7, 54, 60, 62]",0
"[5, 19, 94, 30, 45, 65, 68, 80, 5, 72]",0
"[67, 40, 20, 73, 80, 54, 13, 55, 66, 94]",1
"[1, 8, 43, 94, 62, 50, 69, 34, 88, 24]",0
"[38, 17, 27, 67, 93, 19, 72, 36, 50, 89]",0
"[9, 41, 55, 83, 87, 90, 12, 9, 32, 29]",1
"[8, 84, 97, 66, 75, 89, 0, 68, 52, 41]",1
"[92, 48, 37, 21, 78, 71, 24, 90, 42, 49]",0
"[2, 25, 10, 25, 30, 39, 17, 54, 61, 56]",1
"[44, 63, 58, 93, 21, 9, 34, 66, 96, 33]",0
"[85, 68, 66, 26, 20, 26, 62, 6, 37, 7]",1
"[86, 73, 18, 89, 10, 14, 54, 10, 82, 90]",1
"[57, 83, 66, 73, 19, 86, 22, 4, 2, 97]",1
"[32, 93, 64, 6, 50, 6, 51, 94, 13, 60]",0
"[39, 92, 9, 3, 99, 56, 78, 43, 9, 45]",0
"[44, 43, 26, 13, 24, 1, 54, 88, 62, 84]",1
"[23, 57, 87, 0, 75, 27, 81, 89, 75, 92]",1
"[36, 90, 13, 76, 71, 72, 70, 10, 39, 20]",0
"[36, 96, 70, 28, 61, 54, 53, 3, 64, 45]",0
"[16, 22, 80, 22, 83, 97, 1, 92, 49, 3]",1
"[54, 94, 31, 49, 9, 3, 45, 59, 22, 6]",0
"[46, 37, 42, 88, 22, 91, 35, 1, 27, 30]",1
"[39, 65, 21, 89, 13, 14, 5, 97, 52, 88]",1
"[76, 73, 61, 85, 34, 14, 48, 85, 25, 3]",1
"[62, 89, 68, 78, 76, 21, 33, 20, 31, 88]",1
"[25, 51, 62, 79, 36, 99, 57, 0, 30, 69]",0
"[77, 31, 42, 88, 42, 23, 94, 60, 16, 78]",1
"[94, 36, 61, 48, 71, 83, 6, 34, 56, 9]",0
"[85, 23, 97, 12, 48, 12, 83, 57, 24, 88]",1
"[56, 7, 25, 76, 14, 37, 75, 92, 37, 37]",0
"[72, 91, 87, 19, 84, 21, 8, 76, 56, 64]",0
"[90, 73, 43, 53, 41, 43, 89, 18, 98, 68]",0
"[98, 29, 39, 67, 0, 60, 18, 94, 64, 61]",0
"[0, 18, 82, 84, 13, 27, 59, 83, 34, 28]",1
"[75, 62, 40, 7, 28, 64, 15, 71, 95, 84]",0
"[0, 68, 26, 98, 32, 91, 24, 45, 37, 59]",0
"[39, 37, 25, 69, 71, 97, 19, 72, 70, 69]",0
"[29, 69, 56, 71, 25, 68, 45, 72, 60, 22]",1
"[74, 16, 74, 62, 93, 24, 80, 50, 42, 57]",0
"[0, 15, 69, 15, 99, 81, 67, 15, 69, 51]",0
"[99, 97, 48, 84, 48, 99, 82, 22, 27, 60]",0
"[17, 97, 50, 76, 7, 31, 36, 51, 6, 17]",0
"[6, 35, 26, 4, 55, 78, 18, 78, 98, 34]",0
"[78, 48, 41, 23, 3, 46, 26, 52, 56, 80]",1
"[20, 94, 7, 62, 68, 14, 64, 76, 41, 12]",0
"[83, 78, 26, 89, 24, 10, 7, 32, 35, 44]",1
"[34, 88, 98, 53, 73, 39, 64, 21, 77, 45]",1
"[34, 40, 88, 91, 79, 89, 73, 14, 22, 61]",1
"[30, 98, 93, 46, 92, 84, 49, 8, 32, 94]",0
"[80, 93, 19, 68, 31, 27, 2, 10, 26, 7]",1
"[92, 28, 27, 92, 75, 79, 73, 56, 52, 90]",0
"[10, 13, 84, 9, 58, 43, 37, 57, 76, 72]",1
"[78, 17, 1, 35, 93, 25, 87, 3, 52, 8]",0
"[56, 32, 23, 93, 76, 48, 67, 94, 52, 80]",0
"[52, 12, 43, 5, 87, 55, 14, 4, 40, 48]",1
"[31, 47, 16, 33, 57, 85, 68, 65, 78, 42]",1
"[41, 46, 39, 67, 69, 96, 92, 67, 42, 89]",0
"[75, 77, 37, 45, 79, 76, 39, 15, 81, 42]",1
"[70, 86, 57, 59, 6, 84, 39, 41, 64, 15]",1
"[94, 71, 43, 19, 41, 46, 72, 11, 81, 21]",0
"[9, 97, 92, 58, 82, 15, 1, 41, 18, 55]",0
"[79, 63, 12, 79, 84, 22, 98, 49, 50, 12]",1
"[47, 13, 97, 59, 65, 74, 83, 27, 93, 34]",0
"[43, 84, 97, 1, 38, 58, 24, 32, 67, 34]",1
"[53, 41, 37, 10, 43, 46, 84, 53, 84, 64]",1
"[69, 23, 59, 8, 38, 58, 51, 30, 6, 43]",1
"[62, 97, 24, 40, 4, 4, 16, 36, 77, 46]",0
"[62, 7, 34, 98, 77, 11, 98, 98, 22, 12]",0
"[93, 66, 27, 84, 18, 32, 79, 55, 79, 31]",0
"[40, 17, 9, 41, 79, 34, 94, 24, 18, 9]",0
"[13, 26, 54, 39, 23, 40, 79, 11, 91, 41]",0
"[97, 91, 70, 6, 44, 45, 18, 95, 46, 82]",0
"[78, 93, 33, 73, 29, 8, 41, 23, 63, 88]",0
"[2, 68, 96, 10, 10, 68, 2, 81, 12, 62]",0
"[74, 73, 95, 78, 47, 26, 84, 11, 69, 0]",0
"[13, 2, 47, 82, 61, 86, 24, 1, 44, 63]",1
"[50, 14, 49, 36, 70, 90, 42, 75, 93, 28]",0
"[92, 33, 29, 94, 73, 82, 68, 14, 56, 57]",0
"[47, 6, 60, 1, 63, 77, 42, 2, 10, 17]",1
"[66, 58, 24, 75, 26, 98, 86, 47, 68, 81]",0
"[84, 57, 45, 4, 18, 27, 64, 97, 30, 67]",1
"[62, 39, 18, 3, 53, 36, 81, 8, 24, 59]",1
"[10, 55, 73, 77, 15, 7, 72, 19, 76, 78]",1
"[82, 81, 84, 99, 42, 25, 42, 48, 97, 28]",1
"[24, 48, 14, 25, 98, 51, 56, 66, 46, 46]",0
"[59, 57, 27, 41, 18, 65, 74, 93, 89, 84]",0
"[93, 56, 27, 71, 43, 6, 19, 4, 60, 86]",0
"[1, 97, 59, 98, 56, 9, 38, 27, 39, 12]",0
"[65, 30, 35, 31, 42, 38, 75, 89, 71, 71]",1
"[76, 44, 58, 52, 44, 40, 71, 78, 90, 61]",0
"[88, 0, 5, 4, 6, 79, 77, 68, 23, 29]",1
"[3, 25, 30, 85, 23, 95, 14, 50, 18, 10]",1
"[55, 67, 68, 86, 40, 51, 22, 6, 32, 5]",1
"[98, 66, 37, 22, 39, 96, 19, 58, 16, 67]",0
"[25, 4, 43, 24, 69, 25, 8, 97, 64, 81]",0
"[11, 95, 2, 29, 76, 78, 72, 63, 11, 36]",0
"[29, 45, 32, 78, 72, 11, 30, 89, 99, 37]",1
"[53, 98, 91, 54, 99, 98, 31, 31, 91, 21]",0
"[36, 86, 67, 11, 10, 9, 67, 86, 83, 27]",1
"[55, 74, 53, 10, 60, 60, 98, 36, 74, 88]",0
"[4, 87, 98, 91, 78, 92, 30, 18, 92, 95]",1
"[95, 24, 36, 91, 46, 19, 49, 66, 25, 0]",0
"[99, 56, 71, 63, 9, 22, 91, 87, 18, 93]",0
"[41, 87, 31, 75, 54, 29, 87, 38, 44, 19]",1
"[63, 75, 87, 3, 48, 35, 31, 55, 26, 56]",1
"[31, 66, 87, 10, 11, 87, 24, 91, 50, 13]",1
"[62, 90, 44, 43, 67, 76, 66, 35, 57, 23]",0
"[41, 3, 32, 13, 26, 57, 44, 87, 10, 68]",1
"[54, 17, 6, 97, 48, 12, 11, 83, 70, 26]",0
"[62, 30, 96, 17, 60, 81, 35, 16, 3, 62]",0
"[49, 3, 56, 4, 62, 28, 46, 68, 46, 39]",1
"[2, 43, 71, 52, 45, 80, 10, 44, 38, 24]",1
"[91, 28, 18, 8, 66, 21, 61, 47, 55, 30]",0
"[77, 57, 49, 60, 53, 76, 59, 42, 44, 71]",1
"[33, 15, 95, 82, 80, 51, 14, 6, 75, 43]",0
"[68, 90, 97, 1, 68, 60, 24, 52, 89, 9]",0
"[33, 76, 77, 10, 25, 58, 69, 3, 64, 83]",1
"[10, 40, 53, 7, 16, 75, 74, 23, 74, 88]",1
"[87, 34, 33, 23, 28, 71, 45, 71, 85, 91]",1
"[11, 16, 54, 11, 40, 73, 70, 78, 50, 97]",0
"[34, 59, 40, 68, 10, 68, 45, 89, 70, 58]",1
"[15, 30, 95, 91, 16, 38, 61, 54, 88, 85]",0
"[57, 84, 43, 58, 4, 90, 42, 54, 92, 93]",1
"[77, 62, 51, 71, 11, 93, 28, 73, 87, 59]",0
"[50, 50, 61, 80, 80, 37, 47, 40, 16, 97]",1
"[29, 2, 28, 46, 26, 81, 20, 58, 75, 83]",1
"[40, 77, 66, 27, 19, 37, 68, 96, 1, 59]",0
"[27, 57, 79, 91, 3, 35, 92, 33, 39, 4]",0
"[13, 22, 98, 56, 50, 49, 53, 52, 91, 31]",0
"[70, 10, 16, 96, 92, 49, 11, 30, 65, 15]",0
"[45, 40, 62, 45, 84, 98, 71, 56, 10, 84]",1
"[93, 21, 88, 78, 84, 40, 74, 97, 24, 26]",0
"[44, 4, 40, 54, 84, 2, 99, 84, 58, 93]",1
"[56, 4, 99, 14, 47, 95, 43, 5, 85, 91]",0
"[10, 44, 74, 44, 51, 82, 40, 91, 22, 71]",1
"[37, 37, 36, 56, 86, 69, 85, 8, 58, 99]",1
"[60, 96, 66, 23, 49, 93, 48, 74, 60, 22]",0
"[15, 9, 53, 69, 19, 22, 76, 86, 84, 89]",1
"[51, 40, 69, 61, 6, 17, 0, 5, 23, 60]",1
"[39, 36, 92, 70, 13, 14, 7, 59, 54, 11]",0
"[3, 28, 49, 5, 21, 17, 48, 47, 67, 20]",1
"[0, 9, 29, 15, 39, 82, 24, 18, 24, 94]",1
"[8, 55, 40, 89, 12, 57, 54, 46, 2, 33]",1
"[25, 14, 82, 44, 61, 48, 66, 50, 39, 73]",1
"[6, 23, 84, 61, 89, 61, 44, 36, 71, 85]",1
